learner_id,session_id,task_id,day,question_id,concept_id,correct,source_turn,mastery_before
L204,L204_S02,L204_S02_Q01,3,Q0023,F8,1,L204_S02_T002,0.18012056
L204,L204_S02,L204_S02_Q02,3,Q0024,F8,1,L204_S02_T007,0.32920119
L204,L204_S02,L204_S02_Q03,3,Q0014,F5,0,L204_S02_T012,0.26465016
L204,L204_S02,L204_S02_Q04,3,Q0018,F6,0,L204_S02_T017,0.13821639
L204,L204_S02,L204_S02_Q05,3,Q0018,F6,0,L204_S02_T022,0.16955643
L204,L204_S03,L204_S03_Q01,6,Q0013,F5,0,L204_S03_T002,0.27347728
L204,L204_S03,L204_S03_Q02,6,Q0003,F1,0,L204_S03_T007,0.28927127
L204,L204_S03,L204_S03_Q03,6,Q0009,F3,0,L204_S03_T012,0.1484079
L204,L204_S03,L204_S03_Q04,6,Q0010,F4,0,L204_S03_T017,0.21330275
L204,L204_S03,L204_S03_Q05,6,Q0002,F1,1,L204_S03_T022,0.31511797
L204,L204_S04,L204_S04_Q01,8,Q0009,F3,0,L204_S04_T002,0.17194769
L204,L204_S04,L204_S04_Q02,8,Q0011,F4,1,L204_S04_T007,0.23189241
L204,L204_S04,L204_S04_Q03,8,Q0008,F3,1,L204_S04_T012,0.20206103
L204,L204_S04,L204_S04_Q04,8,Q0016,F6,0,L204_S04_T017,0.17971053
L204,L204_S04,L204_S04_Q05,8,Q0019,F7,0,L204_S04_T022,0.19951696
L204,L204_S05,L204_S05_Q01,11,Q0024,F8,0,L204_S05_T002,0.38094262
L204,L204_S05,L204_S05_Q02,11,Q0008,F3,0,L204_S05_T007,0.32580906
L204,L204_S05,L204_S05_Q03,11,Q0016,F6,1,L204_S05_T012,0.19665884
L204,L204_S05,L204_S05_Q04,11,Q0004,F2,1,L204_S05_T017,0.24747071
L204,L204_S05,L204_S05_Q05,11,Q0020,F7,0,L204_S05_T022,0.21457154
L204,L204_S06,L204_S06_Q01,13,Q0021,F7,0,L204_S06_T002,0.23306442
L204,L204_S06,L204_S06_Q02,13,Q0006,F2,0,L204_S06_T007,0.36838739
L204,L204_S06,L204_S06_Q03,13,Q0013,F5,0,L204_S06_T012,0.2586277
L204,L204_S06,L204_S06_Q04,13,Q0015,F5,0,L204_S06_T017,0.2855888
L204,L204_S06,L204_S06_Q05,13,Q0002,F1,0,L204_S06_T022,0.37914882
L204,L204_S07,L204_S07_Q01,16,Q0007,F3,0,L204_S07_T002,0.31517062
L204,L204_S07,L204_S07_Q02,16,Q0003,F1,1,L204_S07_T007,0.37702858
L204,L204_S07,L204_S07_Q03,16,Q0018,F6,0,L204_S07_T012,0.30833804
L204,L204_S07,L204_S07_Q04,16,Q0012,F4,1,L204_S07_T017,0.31372089
L204,L204_S07,L204_S07_Q05,16,Q0013,F5,0,L204_S07_T022,0.29241395
L204,L204_S08,L204_S08_Q01,18,Q0021,F7,0,L204_S08_T002,0.23476752
L204,L204_S08,L204_S08_Q02,18,Q0021,F7,0,L204_S08_T007,0.26259633
L204,L204_S08,L204_S08_Q03,18,Q0022,F8,0,L204_S08_T012,0.34793383
L204,L204_S08,L204_S08_Q04,18,Q0011,F4,1,L204_S08_T017,0.42034609
L204,L204_S08,L204_S08_Q05,18,Q0020,F7,0,L204_S08_T022,0.2894131
L205,L205_S01,L205_S01_Q01,1,Q0020,F7,0,L205_S01_T002,0.19622244
L205,L205_S01,L205_S01_Q02,1,Q0016,F6,0,L205_S01_T007,0.23928445
L205,L205_S01,L205_S01_Q03,1,Q0010,F4,0,L205_S01_T012,0.29623949
L205,L205_S01,L205_S01_Q04,1,Q0008,F3,0,L205_S01_T017,0.33330837
L205,L205_S01,L205_S01_Q05,1,Q0014,F5,1,L205_S01_T022,0.25087592
L205,L205_S02,L205_S02_Q01,3,Q0013,F5,0,L205_S02_T002,0.40725442
L205,L205_S02,L205_S02_Q02,3,Q0020,F7,1,L205_S02_T007,0.2270109
L205,L205_S02,L205_S02_Q03,3,Q0004,F2,0,L205_S02_T012,0.20188342
L205,L205_S02,L205_S02_Q04,3,Q0002,F1,0,L205_S02_T017,0.2209407
L205,L205_S02,L205_S02_Q05,3,Q0022,F8,0,L205_S02_T022,0.32941237
L205,L205_S03,L205_S03_Q01,6,Q0020,F7,0,L205_S03_T002,0.38518977
L205,L205_S03,L205_S03_Q02,6,Q0024,F8,0,L205_S03_T007,0.34843827
L205,L205_S03,L205_S03_Q03,6,Q0017,F6,0,L205_S03_T012,0.25961992
L205,L205_S03,L205_S03_Q04,6,Q0006,F2,0,L205_S03_T017,0.23004803
L205,L205_S03,L205_S03_Q05,6,Q0010,F4,0,L205_S03_T022,0.31146533
L205,L205_S04,L205_S04_Q01,8,Q0009,F3,1,L205_S04_T002,0.33849534
L205,L205_S04,L205_S04_Q02,8,Q0003,F1,1,L205_S04_T007,0.24292185
L205,L205_S04,L205_S04_Q03,8,Q0004,F2,0,L205_S04_T012,0.25872241
L205,L205_S04,L205_S04_Q04,8,Q0002,F1,1,L205_S04_T017,0.40912348
L205,L205_S04,L205_S04_Q05,8,Q0002,F1,0,L205_S04_T022,0.53883882
L205,L205_S05,L205_S05_Q01,11,Q0001,F1,1,L205_S05_T002,0.54285724
L205,L205_S05,L205_S05_Q02,11,Q0018,F6,0,L205_S05_T007,0.27813103
L205,L205_S05,L205_S05_Q03,11,Q0002,F1,1,L205_S05_T012,0.64321395
L205,L205_S05,L205_S05_Q04,11,Q0004,F2,1,L205_S05_T017,0.28281395
L205,L205_S05,L205_S05_Q05,11,Q0006,F2,0,L205_S05_T022,0.44025806
L205,L205_S06,L205_S06_Q01,13,Q0013,F5,1,L205_S06_T002,0.3927565
L205,L205_S06,L205_S06_Q02,13,Q0012,F4,1,L205_S06_T007,0.31899859
L205,L205_S06,L205_S06_Q03,13,Q0017,F6,0,L205_S06_T012,0.30380026
L205,L205_S06,L205_S06_Q04,13,Q0021,F7,1,L205_S06_T017,0.38480386
L205,L205_S06,L205_S06_Q05,13,Q0014,F5,0,L205_S06_T022,0.52606488
L205,L205_S07,L205_S07_Q01,16,Q0007,F3,1,L205_S07_T002,0.44717172
L205,L205_S07,L205_S07_Q02,16,Q0023,F8,1,L205_S07_T007,0.34178208
L205,L205_S07,L205_S07_Q03,16,Q0023,F8,1,L205_S07_T012,0.48628089
L205,L205_S07,L205_S07_Q04,16,Q0012,F4,1,L205_S07_T017,0.45489933
L205,L205_S07,L205_S07_Q05,16,Q0018,F6,1,L205_S07_T022,0.32466152
L205,L205_S08,L205_S08_Q01,18,Q0021,F7,1,L205_S08_T002,0.49495122
L205,L205_S08,L205_S08_Q02,18,Q0004,F2,1,L205_S08_T007,0.43395694
L205,L205_S08,L205_S08_Q03,18,Q0004,F2,1,L205_S08_T012,0.55822057
L205,L205_S08,L205_S08_Q04,18,Q0007,F3,1,L205_S08_T017,0.55747798
L205,L205_S08,L205_S08_Q05,18,Q0018,F6,1,L205_S08_T022,0.46372193
L206,L206_S01,L206_S01_Q01,1,Q0024,F8,1,L206_S01_T002,0.13107104
L206,L206_S01,L206_S01_Q02,1,Q0007,F3,0,L206_S01_T007,0.14500945
L206,L206_S01,L206_S01_Q03,1,Q0011,F4,0,L206_S01_T012,0.10814031
L206,L206_S01,L206_S01_Q04,1,Q0015,F5,0,L206_S01_T017,0.19125866
L206,L206_S01,L206_S01_Q05,1,Q0001,F1,0,L206_S01_T022,0.1559713
L206,L206_S02,L206_S02_Q01,3,Q0010,F4,0,L206_S02_T002,0.13949518
L206,L206_S02,L206_S02_Q02,3,Q0023,F8,1,L206_S02_T007,0.29026826
L206,L206_S02,L206_S02_Q03,3,Q0013,F5,0,L206_S02_T012,0.21817149
L206,L206_S02,L206_S02_Q04,3,Q0010,F4,1,L206_S02_T017,0.17197907
L206,L206_S02,L206_S02_Q05,3,Q0017,F6,0,L206_S02_T022,0.28498744
L206,L206_S03,L206_S03_Q01,6,Q0003,F1,0,L206_S03_T002,0.18026851
L206,L206_S03,L206_S03_Q02,6,Q0007,F3,0,L206_S03_T007,0.17014527
L206,L206_S03,L206_S03_Q03,6,Q0010,F4,1,L206_S03_T012,0.32026979
L206,L206_S03,L206_S03_Q04,6,Q0008,F3,0,L206_S03_T017,0.20147212
L206,L206_S03,L206_S03_Q05,6,Q0010,F4,0,L206_S03_T022,0.4485682
L206,L206_S04,L206_S04_Q01,8,Q0019,F7,0,L206_S04_T002,0.29348256
L206,L206_S04,L206_S04_Q02,8,Q0021,F7,1,L206_S04_T007,0.32015346
L206,L206_S04,L206_S04_Q03,8,Q0006,F2,0,L206_S04_T012,0.21199018
L206,L206_S04,L206_S04_Q04,8,Q0006,F2,0,L206_S04_T017,0.24173739
L206,L206_S04,L206_S04_Q05,8,Q0016,F6,0,L206_S04_T022,0.29941452
L206,L206_S05,L206_S05_Q01,11,Q0012,F4,0,L206_S05_T002,0.45048086
L206,L206_S05,L206_S05_Q02,11,Q0001,F1,1,L206_S05_T007,0.20270691
L206,L206_S05,L206_S05_Q03,11,Q0022,F8,0,L206_S05_T012,0.39722514
L206,L206_S05,L206_S05_Q04,11,Q0003,F1,0,L206_S05_T017,0.3531952
L206,L206_S05,L206_S05_Q05,11,Q0008,F3,0,L206_S05_T022,0.22228838
L206,L206_S06,L206_S06_Q01,13,Q0016,F6,1,L206_S06_T002,0.31273788
L206,L206_S06,L206_S06_Q02,13,Q0002,F1,0,L206_S06_T007,0.37145372
L206,L206_S06,L206_S06_Q03,13,Q0006,F2,1,L206_S06_T012,0.25947323
L206,L206_S06,L206_S06_Q04,13,Q0011,F4,1,L206_S06_T017,0.46354019
L206,L206_S06,L206_S06_Q05,13,Q0015,F5,0,L206_S06_T022,0.22813676
L206,L206_S07,L206_S07_Q01,16,Q0024,F8,0,L206_S07_T002,0.4030657
L206,L206_S07,L206_S07_Q02,16,Q0007,F3,0,L206_S07_T007,0.24151212
L206,L206_S07,L206_S07_Q03,16,Q0020,F7,1,L206_S07_T012,0.41992627
L206,L206_S07,L206_S07_Q04,16,Q0015,F5,1,L206_S07_T017,0.25100659
L206,L206_S07,L206_S07_Q05,16,Q0017,F6,0,L206_S07_T022,0.43167854
L206,L206_S08,L206_S08_Q01,18,Q0006,F2,1,L206_S08_T002,0.38316784
L206,L206_S08,L206_S08_Q02,18,Q0013,F5,0,L206_S08_T007,0.38597932
L206,L206_S08,L206_S08_Q03,18,Q0007,F3,0,L206_S08_T012,0.26573928
L206,L206_S08,L206_S08_Q04,18,Q0015,F5,0,L206_S08_T017,0.40915848
L206,L206_S08,L206_S08_Q05,18,Q0019,F7,1,L206_S08_T022,0.52078074
L207,L207_S01,L207_S01_Q01,1,Q0016,F6,0,L207_S01_T002,0.1751323
L207,L207_S01,L207_S01_Q02,1,Q0022,F8,0,L207_S01_T007,0.26217146
L207,L207_S01,L207_S01_Q03,1,Q0019,F7,0,L207_S01_T012,0.14410957
L207,L207_S01,L207_S01_Q04,1,Q0005,F2,1,L207_S01_T017,0.11609193
L207,L207_S01,L207_S01_Q05,1,Q0023,F8,0,L207_S01_T022,0.30477854
L207,L207_S02,L207_S02_Q01,3,Q0019,F7,1,L207_S02_T002,0.18788546
L207,L207_S02,L207_S02_Q02,3,Q0008,F3,1,L207_S02_T007,0.21405287
L207,L207_S02,L207_S02_Q03,3,Q0007,F3,1,L207_S02_T012,0.44098169
L207,L207_S02,L207_S02_Q04,3,Q0016,F6,1,L207_S02_T017,0.21626353
L207,L207_S02,L207_S02_Q05,3,Q0010,F4,0,L207_S02_T022,0.32640319
L207,L207_S03,L207_S03_Q01,6,Q0013,F5,1,L207_S03_T002,0.24741057
L207,L207_S03,L207_S03_Q02,6,Q0008,F3,1,L207_S03_T007,0.57620839
L207,L207_S03,L207_S03_Q03,6,Q0015,F5,0,L207_S03_T012,0.46470793
L207,L207_S03,L207_S03_Q04,6,Q0003,F1,1,L207_S03_T017,0.31846504
L207,L207_S03,L207_S03_Q05,6,Q0016,F6,0,L207_S03_T022,0.42332031
L207,L207_S04,L207_S04_Q01,8,Q0011,F4,0,L207_S04_T002,0.33922584
L207,L207_S04,L207_S04_Q02,8,Q0013,F5,1,L207_S04_T007,0.48115313
L207,L207_S04,L207_S04_Q03,8,Q0001,F1,0,L207_S04_T012,0.50020766
L207,L207_S04,L207_S04_Q04,8,Q0002,F1,0,L207_S04_T017,0.52906897
L207,L207_S04,L207_S04_Q05,8,Q0005,F2,0,L207_S04_T022,0.33473743
L207,L207_S05,L207_S05_Q01,11,Q0023,F8,0,L207_S05_T002,0.297441
L207,L207_S05,L207_S05_Q02,11,Q0002,F1,0,L207_S05_T007,0.53208796
L207,L207_S05,L207_S05_Q03,11,Q0024,F8,0,L207_S05_T012,0.33801138
L207,L207_S05,L207_S05_Q04,11,Q0009,F3,1,L207_S05_T017,0.64870686
L207,L207_S05,L207_S05_Q05,11,Q0004,F2,0,L207_S05_T022,0.35693649
L207,L207_S06,L207_S06_Q01,13,Q0003,F1,1,L207_S06_T002,0.54278908
L207,L207_S06,L207_S06_Q02,13,Q0010,F4,0,L207_S06_T007,0.3504456
L207,L207_S06,L207_S06_Q03,13,Q0017,F6,0,L207_S06_T012,0.41165137
L207,L207_S06,L207_S06_Q04,13,Q0019,F7,1,L207_S06_T017,0.36422405
L207,L207_S06,L207_S06_Q05,13,Q0021,F7,0,L207_S06_T022,0.54779351
L207,L207_S07,L207_S07_Q01,16,Q0022,F8,1,L207_S07_T002,0.34938296
L207,L207_S07,L207_S07_Q02,16,Q0022,F8,1,L207_S07_T007,0.53723753
L207,L207_S07,L207_S07_Q03,16,Q0006,F2,0,L207_S07_T012,0.36594234
L207,L207_S07,L207_S07_Q04,16,Q0005,F2,0,L207_S07_T017,0.402557
L207,L207_S07,L207_S07_Q05,16,Q0014,F5,0,L207_S07_T022,0.56045848
L207,L207_S08,L207_S08_Q01,18,Q0009,F3,0,L207_S08_T002,0.6762598
L207,L207_S08,L207_S08_Q02,18,Q0014,F5,1,L207_S08_T007,0.56874104
L207,L207_S08,L207_S08_Q03,18,Q0010,F4,0,L207_S08_T012,0.36026284
L207,L207_S08,L207_S08_Q04,18,Q0018,F6,0,L207_S08_T017,0.41381759
L207,L207_S08,L207_S08_Q05,18,Q0020,F7,1,L207_S08_T022,0.53294131
L208,L208_S01,L208_S01_Q01,1,Q0009,F3,0,L208_S01_T002,0.10578416
L208,L208_S01,L208_S01_Q02,1,Q0017,F6,0,L208_S01_T007,0.33388279
L208,L208_S01,L208_S01_Q03,1,Q0010,F4,0,L208_S01_T012,0.32994641
L208,L208_S01,L208_S01_Q04,1,Q0013,F5,1,L208_S01_T017,0.29050602
L208,L208_S01,L208_S01_Q05,1,Q0007,F3,0,L208_S01_T022,0.15272823
L208,L208_S02,L208_S02_Q01,3,Q0024,F8,0,L208_S02_T002,0.14001689
L208,L208_S02,L208_S02_Q02,3,Q0023,F8,1,L208_S02_T007,0.18516382
L208,L208_S02,L208_S02_Q03,3,Q0007,F3,0,L208_S02_T012,0.18924558
L208,L208_S02,L208_S02_Q04,3,Q0003,F1,0,L208_S02_T017,0.2558673
L208,L208_S02,L208_S02_Q05,3,Q0005,F2,0,L208_S02_T022,0.27172938
L208,L208_S03,L208_S03_Q01,6,Q0018,F6,0,L208_S03_T002,0.33274095
L208,L208_S03,L208_S03_Q02,6,Q0019,F7,1,L208_S03_T007,0.29031719
L208,L208_S03,L208_S03_Q03,6,Q0010,F4,0,L208_S03_T012,0.32937637
L208,L208_S03,L208_S03_Q04,6,Q0009,F3,0,L208_S03_T017,0.2179119
L208,L208_S03,L208_S03_Q05,6,Q0015,F5,0,L208_S03_T022,0.43006558
L208,L208_S04,L208_S04_Q01,8,Q0003,F1,0,L208_S04_T002,0.26605797
L208,L208_S04,L208_S04_Q02,8,Q0019,F7,0,L208_S04_T007,0.45735719
L208,L208_S04,L208_S04_Q03,8,Q0006,F2,1,L208_S04_T012,0.27961592
L208,L208_S04,L208_S04_Q04,8,Q0008,F3,1,L208_S04_T017,0.24851363
L208,L208_S04,L208_S04_Q05,8,Q0007,F3,1,L208_S04_T022,0.44576929
L208,L208_S05,L208_S05_Q01,11,Q0017,F6,0,L208_S05_T002,0.33176498
L208,L208_S05,L208_S05_Q02,11,Q0019,F7,1,L208_S05_T007,0.45671959
L208,L208_S05,L208_S05_Q03,11,Q0015,F5,0,L208_S05_T012,0.41495226
L208,L208_S05,L208_S05_Q04,11,Q0004,F2,0,L208_S05_T017,0.44060996
L208,L208_S05,L208_S05_Q05,11,Q0022,F8,0,L208_S05_T022,0.33840069
L208,L208_S06,L208_S06_Q01,13,Q0023,F8,1,L208_S06_T002,0.35806771
L208,L208_S06,L208_S06_Q02,13,Q0002,F1,1,L208_S06_T007,0.27476834
L208,L208_S06,L208_S06_Q03,13,Q0001,F1,0,L208_S06_T012,0.46513247
L208,L208_S06,L208_S06_Q04,13,Q0010,F4,0,L208_S06_T017,0.31561022
L208,L208_S06,L208_S06_Q05,13,Q0016,F6,0,L208_S06_T022,0.35203421
L208,L208_S07,L208_S07_Q01,16,Q0002,F1,1,L208_S07_T002,0.46364505
L208,L208_S07,L208_S07_Q02,16,Q0013,F5,0,L208_S07_T007,0.4020343
L208,L208_S07,L208_S07_Q03,16,Q0004,F2,1,L208_S07_T012,0.42396497
L208,L208_S07,L208_S07_Q04,16,Q0019,F7,1,L208_S07_T017,0.54064893
L208,L208_S07,L208_S07_Q05,16,Q0008,F3,1,L208_S07_T022,0.50139
L208,L208_S08,L208_S08_Q01,18,Q0010,F4,1,L208_S08_T002,0.31712265
L208,L208_S08,L208_S08_Q02,18,Q0012,F4,0,L208_S08_T007,0.49636931
L208,L208_S08,L208_S08_Q03,18,Q0016,F6,0,L208_S08_T012,0.3482557
L208,L208_S08,L208_S08_Q04,18,Q0018,F6,0,L208_S08_T017,0.38247063
L208,L208_S08,L208_S08_Q05,18,Q0009,F3,1,L208_S08_T022,0.60674092
L209,L209_S01,L209_S01_Q01,1,Q0010,F4,1,L209_S01_T002,0.18802433
L209,L209_S01,L209_S01_Q02,1,Q0024,F8,0,L209_S01_T007,0.24129835
L209,L209_S01,L209_S01_Q03,1,Q0017,F6,0,L209_S01_T012,0.22279515
L209,L209_S01,L209_S01_Q04,1,Q0015,F5,0,L209_S01_T017,0.29884399
L209,L209_S01,L209_S01_Q05,1,Q0005,F2,0,L209_S01_T022,0.13427483
L209,L209_S02,L209_S02_Q01,3,Q0002,F1,1,L209_S02_T002,0.25217243
L209,L209_S02,L209_S02_Q02,3,Q0004,F2,0,L209_S02_T007,0.16716009
L209,L209_S02,L209_S02_Q03,3,Q0019,F7,0,L209_S02_T012,0.16833403
L209,L209_S02,L209_S02_Q04,3,Q0024,F8,0,L209_S02_T017,0.2656754
L209,L209_S02,L209_S02_Q05,3,Q0009,F3,0,L209_S02_T022,0.15058452
L209,L209_S03,L209_S03_Q01,6,Q0002,F1,0,L209_S03_T002,0.3986242
L209,L209_S03,L209_S03_Q02,6,Q0012,F4,0,L209_S03_T007,0.33898423
L209,L209_S03,L209_S03_Q03,6,Q0014,F5,1,L209_S03_T012,0.30162395
L209,L209_S03,L209_S03_Q04,6,Q0007,F3,0,L209_S03_T017,0.17886971
L209,L209_S03,L209_S03_Q05,6,Q0007,F3,1,L209_S03_T022,0.21597146
L209,L209_S04,L209_S04_Q01,8,Q0006,F2,0,L209_S04_T002,0.18688413
L209,L209_S04,L209_S04_Q02,8,Q0019,F7,1,L209_S04_T007,0.18790702
L209,L209_S04,L209_S04_Q03,8,Q0005,F2,1,L209_S04_T012,0.22362377
L209,L209_S04,L209_S04_Q04,8,Q0019,F7,1,L209_S04_T017,0.37137411
L209,L209_S04,L209_S04_Q05,8,Q0016,F6,0,L209_S04_T022,0.22690195
L209,L209_S05,L209_S05_Q01,11,Q0024,F8,0,L209_S05_T002,0.25815418
L209,L209_S05,L209_S05_Q02,11,Q0018,F6,0,L209_S05_T007,0.24784612
L209,L209_S05,L209_S05_Q03,11,Q0009,F3,1,L209_S05_T012,0.35872598
L209,L209_S05,L209_S05_Q04,11,Q0022,F8,1,L209_S05_T017,0.29167356
L209,L209_S05,L209_S05_Q05,11,Q0010,F4,1,L209_S05_T022,0.33659925
L209,L209_S06,L209_S06_Q01,13,Q0015,F5,0,L209_S06_T002,0.40416397
L209,L209_S06,L209_S06_Q02,13,Q0017,F6,0,L209_S06_T007,0.27170263
L209,L209_S06,L209_S06_Q03,13,Q0005,F2,1,L209_S06_T012,0.36413153
L209,L209_S06,L209_S06_Q04,13,Q0001,F1,0,L209_S06_T017,0.3746007
L209,L209_S06,L209_S06_Q05,13,Q0009,F3,0,L209_S06_T022,0.48550308
L209,L209_S07,L209_S07_Q01,16,Q0010,F4,1,L209_S07_T002,0.44393695
L209,L209_S07,L209_S07_Q02,16,Q0016,F6,0,L209_S07_T007,0.28833738
L209,L209_S07,L209_S07_Q03,16,Q0018,F6,0,L209_S07_T012,0.32049298
L209,L209_S07,L209_S07_Q04,16,Q0021,F7,0,L209_S07_T017,0.44347409
L209,L209_S07,L209_S07_Q05,16,Q0002,F1,1,L209_S07_T022,0.38133761
L209,L209_S08,L209_S08_Q01,18,Q0017,F6,1,L209_S08_T002,0.33857417
L209,L209_S08,L209_S08_Q02,18,Q0004,F2,1,L209_S08_T007,0.46338564
L209,L209_S08,L209_S08_Q03,18,Q0014,F5,0,L209_S08_T012,0.39339215
L209,L209_S08,L209_S08_Q04,18,Q0016,F6,0,L209_S08_T017,0.48800272
L209,L209_S08,L209_S08_Q05,18,Q0020,F7,1,L209_S08_T022,0.45177846
L210,L210_S01,L210_S01_Q01,1,Q0013,F5,0,L210_S01_T002,0.25661355
L210,L210_S01,L210_S01_Q02,1,Q0021,F7,0,L210_S01_T007,0.11058449
L210,L210_S01,L210_S01_Q03,1,Q0021,F7,0,L210_S01_T012,0.15248207
L210,L210_S01,L210_S01_Q04,1,Q0001,F1,0,L210_S01_T017,0.15298512
L210,L210_S01,L210_S01_Q05,1,Q0012,F4,0,L210_S01_T022,0.32956152
L210,L210_S02,L210_S02_Q01,3,Q0007,F3,0,L210_S02_T002,0.21438747
L210,L210_S02,L210_S02_Q02,3,Q0011,F4,0,L210_S02_T007,0.34919173
L210,L210_S02,L210_S02_Q03,3,Q0014,F5,0,L210_S02_T012,0.28198059
L210,L210_S02,L210_S02_Q04,3,Q0016,F6,0,L210_S02_T017,0.29043359
L210,L210_S02,L210_S02_Q05,3,Q0004,F2,0,L210_S02_T022,0.1681972
L210,L210_S03,L210_S03_Q01,6,Q0004,F2,0,L210_S03_T002,0.19717158
L210,L210_S03,L210_S03_Q02,6,Q0009,F3,0,L210_S03_T007,0.23901917
L210,L210_S03,L210_S03_Q03,6,Q0023,F8,0,L210_S03_T012,0.25025007
L210,L210_S03,L210_S03_Q04,6,Q0019,F7,0,L210_S03_T017,0.17687974
L210,L210_S03,L210_S03_Q05,6,Q0024,F8,1,L210_S03_T022,0.28556844
L210,L210_S04,L210_S04_Q01,8,Q0006,F2,0,L210_S04_T002,0.22721331
L210,L210_S04,L210_S04_Q02,8,Q0001,F1,1,L210_S04_T007,0.171452
L210,L210_S04,L210_S04_Q03,8,Q0017,F6,0,L210_S04_T012,0.29772516
L210,L210_S04,L210_S04_Q04,8,Q0020,F7,0,L210_S04_T017,0.20851728
L210,L210_S04,L210_S04_Q05,8,Q0002,F1,0,L210_S04_T022,0.36660352
L210,L210_S05,L210_S05_Q01,11,Q0019,F7,0,L210_S05_T002,0.23370088
L210,L210_S05,L210_S05_Q02,11,Q0017,F6,1,L210_S05_T007,0.31452167
L210,L210_S05,L210_S05_Q03,11,Q0022,F8,0,L210_S05_T012,0.41721877
L210,L210_S05,L210_S05_Q04,11,Q0006,F2,0,L210_S05_T017,0.25063915
L210,L210_S05,L210_S05_Q05,11,Q0018,F6,1,L210_S05_T022,0.47597537
L210,L210_S06,L210_S06_Q01,13,Q0011,F4,0,L210_S06_T002,0.3210187
L210,L210_S06,L210_S06_Q02,13,Q0020,F7,1,L210_S06_T007,0.26086984
L210,L210_S06,L210_S06_Q03,13,Q0008,F3,0,L210_S06_T012,0.24432352
L210,L210_S06,L210_S06_Q04,13,Q0009,F3,0,L210_S06_T017,0.27992108
L210,L210_S06,L210_S06_Q05,13,Q0015,F5,0,L210_S06_T022,0.26689288
L210,L210_S07,L210_S07_Q01,16,Q0001,F1,0,L210_S07_T002,0.34650828
L210,L210_S07,L210_S07_Q02,16,Q0006,F2,0,L210_S07_T007,0.26286527
L210,L210_S07,L210_S07_Q03,16,Q0014,F5,0,L210_S07_T012,0.28658816
L210,L210_S07,L210_S07_Q04,16,Q0019,F7,0,L210_S07_T017,0.41354752
L210,L210_S07,L210_S07_Q05,16,Q0011,F4,1,L210_S07_T022,0.33562521
L210,L210_S08,L210_S08_Q01,18,Q0002,F1,0,L210_S08_T002,0.36480575
L210,L210_S08,L210_S08_Q02,18,Q0004,F2,0,L210_S08_T007,0.28774066
L210,L210_S08,L210_S08_Q03,18,Q0006,F2,0,L210_S08_T012,0.32129297
L210,L210_S08,L210_S08_Q04,18,Q0023,F8,0,L210_S08_T017,0.39526001
L210,L210_S08,L210_S08_Q05,18,Q0007,F3,0,L210_S08_T022,0.28851621
L211,L211_S01,L211_S01_Q01,1,Q0008,F3,0,L211_S01_T002,0.13629026
L211,L211_S01,L211_S01_Q02,1,Q0010,F4,1,L211_S01_T007,0.25841037
L211,L211_S01,L211_S01_Q03,1,Q0018,F6,0,L211_S01_T012,0.10288667
L211,L211_S01,L211_S01_Q04,1,Q0006,F2,0,L211_S01_T017,0.12660212
L211,L211_S01,L211_S01_Q05,1,Q0022,F8,0,L211_S01_T022,0.34145011
L211,L211_S02,L211_S02_Q01,3,Q0014,F5,0,L211_S02_T002,0.31998362
L211,L211_S02,L211_S02_Q02,3,Q0003,F1,1,L211_S02_T007,0.30708269
L211,L211_S02,L211_S02_Q03,3,Q0021,F7,0,L211_S02_T012,0.30017443
L211,L211_S02,L211_S02_Q04,3,Q0015,F5,0,L211_S02_T017,0.34699308
L211,L211_S02,L211_S02_Q05,3,Q0017,F6,0,L211_S02_T022,0.13314297
L211,L211_S03,L211_S03_Q01,6,Q0004,F2,0,L211_S03_T002,0.14609542
L211,L211_S03,L211_S03_Q02,6,Q0021,F7,1,L211_S03_T007,0.30906408
L211,L211_S03,L211_S03_Q03,6,Q0007,F3,0,L211_S03_T012,0.15452219
L211,L211_S03,L211_S03_Q04,6,Q0018,F6,0,L211_S03_T017,0.15791337
L211,L211_S03,L211_S03_Q05,6,Q0003,F1,1,L211_S03_T022,0.41905676
L211,L211_S04,L211_S04_Q01,8,Q0017,F6,0,L211_S04_T002,0.18393328
L211,L211_S04,L211_S04_Q02,8,Q0004,F2,0,L211_S04_T007,0.17302517
L211,L211_S04,L211_S04_Q03,8,Q0017,F6,1,L211_S04_T012,0.2163465
L211,L211_S04,L211_S04_Q04,8,Q0010,F4,1,L211_S04_T017,0.35320046
L211,L211_S04,L211_S04_Q05,8,Q0023,F8,1,L211_S04_T022,0.32004807
L211,L211_S05,L211_S05_Q01,11,Q0017,F6,1,L211_S05_T002,0.35053216
L211,L211_S05,L211_S05_Q02,11,Q0008,F3,1,L211_S05_T007,0.17038037
L211,L211_S05,L211_S05_Q03,11,Q0005,F2,0,L211_S05_T012,0.19400371
L211,L211_S05,L211_S05_Q04,11,Q0014,F5,0,L211_S05_T017,0.31831935
L211,L211_S05,L211_S05_Q05,11,Q0004,F2,0,L211_S05_T022,0.22601695
L211,L211_S06,L211_S06_Q01,13,Q0002,F1,1,L211_S06_T002,0.46528739
L211,L211_S06,L211_S06_Q02,13,Q0006,F2,0,L211_S06_T007,0.24679371
L211,L211_S06,L211_S06_Q03,13,Q0012,F4,0,L211_S06_T012,0.43626969
